-0.001660037	-0.035069536
0.018144198	0.030646024
-0.0051657716	-0.013695703
-0.033896778	-0.023073727
-0.04113705	0.03719245
0.011954111	0.002846795
-0.042603433	-0.034179915
0.001416323	-0.0026031698
-0.0064816005	-0.044879623
0.037456702	7.9532387E-4
-0.0037441452	-0.01734439
0.03812319	0.018929908
0.011928026	-1.8030139E-4
0.02460364	-0.015486878
-0.04195847	0.004803476
0.027294815	0.01904398
0.026660135	-0.0143755935
-0.031121377	-0.026971215
0.031791996	-0.030829102
0.039480582	0.033961788
-0.006986143	0.03573927
0.012907233	0.03558049
-0.013361654	-0.043828525
0.04289396	-0.040914755
-0.04170451	-0.012208826
-0.0364987	0.02513092
-0.01547792	0.02691414
0.006871304	-0.02027679
-0.026499258	0.035004113
-0.044278167	-0.0049268086
0.0012901755	0.01197944
0.02043518	-0.04350181
-0.016580954	0.0031616557
-0.025838625	0.026266918
0.032339673	0.02640209
0.031075802	0.035932828
0.02689695	-0.01466096
-0.023913143	-0.044621497
-0.031848427	-0.025736485
0.041216087	-0.03218232
0.049115222	-0.038591444
-0.010444731	-5.7727826E-4
-0.0030983759	0.026891917
0.013858486	-0.027624382
-0.039185945	-0.013234451
0.04358237	-0.032557894
-0.0043701376	-0.023594292
0.021871155	-0.0071602846
-0.0036861324	-0.020528777
0.0010178956	-0.028357638
0.02060397	-0.014863836
0.02849449	-0.017886283
-0.034051213	0.0027125943
-0.016293328	-0.022311619
0.015834631	0.01734276
-0.0047432925	-0.04378051
0.004289625	0.001236948
0.041933622	-0.030796057
0.0039429488	0.025009042
-0.003908362	-0.02400069
0.036220714	-0.022685708
0.04623242	-0.03501226
0.03763672	0.018896844
-0.0061242986	0.024665605
0.04305143	0.019603465
-0.009149349	0.0168361
-0.0022066939	0.036043067
0.04355425	0.007416556
-0.027977912	-0.008034432
-0.041411847	-0.027454372
0.024175877	-0.01780829
0.042908255	-0.027864642
-0.04830294	0.016417138
-0.015229759	0.002368718
0.03876762	0.023345167
-0.025351984	0.025504727
0.0057188184	-0.041980695
-0.022506826	0.042237327
-0.013286207	0.04433305
-0.03922877	-0.03169247
-0.037417915	0.016507903
-0.03763203	0.03940256
0.020769436	0.034225766
-0.0017773153	-0.03842714
-0.018059418	-0.036796138
0.020168344	0.0034335398
0.0026401659	0.03961992
0.024121372	-0.016510006
-0.04417673	-0.02661212
-0.01136114	0.011075524
-0.022106305	-0.01321309
-0.017614536	0.010947785
0.020698082	0.037822105
0.014558568	0.0069286125
0.02067287	0.0388257
0.017651478	0.0372003
-0.043897253	0.03796399
-0.040409036	0.02211873
0.037949137	-0.0021521514
-0.049110238	-0.028967934
9.261125E-4	-6.369379E-5
